country,iata,publicName,city,latitude,longitude
Papua New Guin,DOO,Dorobisoro,,-9.5,147.8
Nepal,DOP,Dolpa,,29.0,82.816667
Burkina Faso,DOR,Dori,,14.033333,-0.033333
Papua New Guin,DOS,Dios,,-5.55,154.966667
Brazil,DOU,Dourados,,-22.2,-54.866667
USA,DOV,Dover Afb,Dover-Cheswold,39.129444,-75.466111
Australia,DOX,"Dongara, WA",,-29.25,114.933333
USA,DPA,Du Page County,Chicago,41.914444,-88.246389
France,DPE,Saint-Aubin,Dieppe,49.933333,1.083333
USA,DPG,"Michael AAF, UT",Dugway,48.583333,-81.016667
USA,DPK,"Deer Park, NY",,40.766667,-73.333333
Philippines,DPL,"Dipolog, ZN",,8.6,123.35
Australia,DPO,"Devonport, VI",,-41.166667,146.416667
Indonesia,DPS,Denpasar,Denpasar Bali,-8.748056,115.167222
Papua New Guin,DPU,Dumpu,,-5.833333,145.75
USA,DRA,"Desert Rock, NV",Mercury,-29.133333,29.733333
Australia,DRB,"Derby, WA",,-17.366667,123.65
Angola,DRC,Dirico,,-17.966667,20.783333
Australia,DRD,"Dorunda Station, QL",,-16.516667,142.366667
USA,DRE,"Drummond Island, MI",,46.016667,-83.75
USA,DRF,"Drift River, AK",,60.583333,-152.15
USA,DRG,"Deering, AK",,66.083333,-162.766667
Indonesia,DRH,"Dabra, IJ",,-2.8,138.316667
USA,DRI,"Beauregard Parish, LA",De Ridder,53.2,5.45
Surinam,DRJ,Drietabbetje,,,
Greece,DRM,Drama,,41.15,24.133333
Australia,DRN,"Dirranbandi, QL",,-28.5,148.258333
USA,DRO,Durango,Durango,37.15,-107.75
Australia,DRR,"Durrie, QL",,-25.6,140.25
Germany,DRS,Dresden,Dresden,51.133333,13.766667
USA,DRT,"Int'l, TX",Del Rio,29.366667,-100.916667
USA,DRU,"Drummond, MT",,46.616667,-113.2
Australia,DRW,Darwin,Darwin,-12.416667,130.866667
Australia,DRY,"Drysdale River, WA",,,
United Kingdom of Great Britain and Northern Ireland,DSA,Doncaster Sheffield,Doncaster Sheffield,53.474722,-1.004444
Cameroon,DSC,Dschang,,5.833333,10.091667
Guadeloupe,DSD,Les Galets,Grande Anse,16.333333,-61.016667
Ethiopia,DSE,Comolcha,Dessie,11.066667,39.716667
Philippines,DSG,Dilasag,,,
USA,DSI,"Destin, FL",,30.388611,-86.538333
Pakistan,DSK,Dera Ismail Khan,,31.833333,70.841667
Sierra Leone,DSL,Daru,,8.0,-10.8
USA,DSM,DES MOINES,Des Moines,41.533889,-93.663056
China,DSN,Dongsheng,,39.85,110.033333
Senegal,DSS,Dakar,Dakar,,
USA,DSV,"Dansville, NY",,,
USA,DTA,"Delta, UT",,39.383333,-112.5
Indonesia,DTD,Datadawai,,0.716667,116.483333
Philippines,DTE,"Daet, CN","Daet, CN",14.129167,122.980278
USA,DTH,"Death Valley, CA",,36.452222,-116.869167
USA,DTL,"Municipal, MN",Detroit Lakes,46.833333,-95.883333
Germany,DTM,Dortmund,Dortmund (wickede),51.518333,7.612222
USA,DTN,"Downtown, LA",Shreveport,32.540278,-93.745
USA,DTR,"Decatur Island, WA",,42.218611,-83.348333
USA,DTW,Detroit,Detroit,42.2125,-83.353333
USA,DUA,"Eaker, OK",Durant,18.083333,-73.85
Ireland,DUB,Dublin,Dublin,53.433333,-6.25
USA,DUC,"Halliburton, OK",Duncan,34.466667,-97.966667
New Zealand,DUD,DUNEDIN,Dunedin,-45.866667,170.366667
Angola,DUE,Dundo,,-7.4,20.816667
USA,DUF,"Pine Island, NC",Duck,36.253611,-75.788611
USA,DUG,"Bisbee Int'l, AZ",Douglas,31.466667,-109.6
USA,DUJ,"Jefferson County, PA",Dubois,41.178333,-78.898611
South Africa,DUK,Dukuduk,,-28.366667,32.235556
Indonesia,DUM,Pinang Kampai,Dumai,1.683333,101.45
Greenland,DUN,Dundas,,76.566667,-68.8
Canada,DUQ,"Quam, BC",Duncan,48.783333,-123.7
South Africa,DUR,Durban,Durban,-29.97,30.950556
Germany,DUS,Dusseldorf,Duesseldorf,51.289444,6.766667
USA,DUT,"Emergency Field, AK",Dutch Harbor,53.9,-166.533333
Romania,DVA,Deva,Deva,45.883333,22.916667
USA,DVL,"Devils Lake, ND",,48.116667,-98.9
USA,DVN,"Davenport, IA",,-24.233333,141.066667
Philippines,DVO,Davao,Davao,7.125556,125.645833
Australia,DVP,"Davenport Downs, QL",,-24.166667,141.083333
Australia,DVR,"Daly River, NT",,-13.75,130.683333
USA,DVT,"Deer Valley, AZ",Phoenix,33.688333,-112.0825
Malawi,DWA,Dwanga,,-13.0,34.133333
Madagascar,DWB,Soalala,,-16.1,45.366667
United Arab Emirates (the),DWC,Dubai Al Maktoum Int.,Dubai,,
USA,DWF,"Wright AFB, OH",Dayton,46.233333,-83.333333
USA,DWH,"David Wayne Hooks, TX",Houston,30.061944,-95.552778
USA,DWN,"Downtown Airpark, OK",Oklahoma City,35.449167,-97.533056
USA,DWS,"Walt Disney World, FL",Orlando,28.400278,-82.438333
France,DXA,Deux Alpes,,48.15,-0.55
United Arab Emirates (the),DXB,Dubai International,Dubai,25.25,55.333333
Australia,DXD,"Dixie, QL",,-15.166667,143.666667
USA,DXR,"Danbury, CT",,41.371667,-73.482222
Australia,DYA,"Dysart, QL",,-22.533333,149.383333
China,DYG,Dayong,,29.133333,110.483333
USA,DYL,"Doylestown, PA",,40.316667,-75.133333
Australia,DYM,"Diamantina Lakes, QL",,-23.866667,141.25
Russia (CIS),DYR,Ugolny,Anadyr,64.733333,177.75
USA,DYS,"Dyess AFB, TX",Abilene,54.1075,-1.483611
Tajikistan,DYU,Dushanbe,Dushanbe,38.5,68.5
Australia,DYW,"Daly Waters, NT",,-16.266667,133.366667
Mayotte,DZA,Dzaoudzi,Dzaoudzi,-12.8,45.283333
Colombia,DZI,Codazzi,,9.6,-73.45
Kazakstan,DZN,Zhezkazgan,,47.7,67.733333
Uruguay,DZO,Santa Bernardina Int'l de,Durazno,-33.358889,-56.499167
China,DZU,Dazu,,29.7,105.8
USA,EAA,"Eagle, AK",,64.766667,-141.15
Yemen,EAB,Abbs,,15.3,43.966667
Vanuatu,EAE,Emae,,-17.066667,168.4
Saudia Arabia,EAM,Nejran,,17.6,44.416667
USA,EAN,"Phifer Field, WY",Wheatland,42.058333,-104.919444
USA,EAR,"Kearney, NE",,40.733333,-99.016667
Spain,EAS,San Sebastian,San Sebastian,43.35,-1.8
USA,EAT,Wenatchee,Wenatchee,47.4,-120.2
USA,EAU,"County, WI",Eau Claire,44.865833,-91.484167
Italy,EBA,Elba,Marina di Campo,42.766667,10.283333
Uganda,EBB,Entebbe,Entebbe,0.060278,32.45
Sudan,EBD,El Obeid,,13.166667,30.25
Colombia,EBG,"El Bagre, AN",,7.616667,-74.816667
Denmark,EBJ,Esbjerg,Esbjerg,55.5,8.483333
Iraq,EBL,Erbil,Erbil,36.2375,43.963056
Tunesia,EBM,El Bourma,,31.717222,9.267222
Marshall Islan,EBN,Ebadon,,9.333333,166.8
Marshall Islan,EBO,Ebon,,,
USA,EBR,"Downtown, LA",Baton Rouge,6.45,17.366667
USA,EBS,"Municipal, IA",Webster City,42.466667,-93.8
France,EBU,St. etienne,St. etienne,45.5,4.5
Cameroon,EBW,Ebolowa,,2.85,11.183333
USA,ECA,"Iosco County, MI",East Tawas,44.266667,-83.483333
USA,ECG,Elizabeth City Airp.,Elizabeth City,36.260556,-76.174444
Australia,ECH,"Echuca, VI",,-36.15,144.75
Cyprus,ECN,Ercan Airport,Ercan,35.15,33.5
Colombia,ECO,El Encanto,,-1.616667,-73.233333
Colombia,ECR,El Charco,,2.5,-78.008333
USA,ECS,"Mondell, WY",Newcastle,43.883333,-104.316667
Spain,ECV,Madrid Quatro Viento,Madrid,,
USA,EDA,"Edna Bay, AK",,55.95,-133.666667
Sudan,EDB,Debba,,18.25,31.25
Australia,EDD,"Erldunda, NT",,-25.25,133.2
USA,EDE,"Municipal, NC",Edenton,36.066667,-76.65
USA,EDF,Anchorage,Anchorage,61.251389,-149.806389
USA,EDG,"Weide AAF, MD",Edgewood,49.783333,-1.133333
United Kingdom of Great Britain and Northern Ireland,EDI,Edinburgh,Edinburgh,55.95,-3.35
USA,EDK,"El Dorado, KS",,37.766667,-96.866667
Kenya,EDL,Eldoret,Eldoret,0.533333,35.266667
France,EDM,La Roche,La Roche,46.7,-1.383333
Türkiye,EDO,Edremit-Korfez,,39.554722,27.013889
Honduras,EDQ,Erandique,,14.133333,-88.416667
Australia,EDR,"Edward River, QL",,-14.9,141.616667
USA,EDW,"Edwards AFB, CA",,34.9,-117.883333
USA,EED,"Needles, CA",,34.85,-114.616667
USA,EEK,"Eek, AK",,60.216667,-162.016667
USA,EEN,"Dillant-Hopkins, NH",Keene,42.9,-72.266667
USA,EFB,"Eight Fathom Bight, AK",,58.0,-135.733333
USA,EFD,"Ellington Field, TX",Houston,29.602778,-95.152778
Papua New Guin,EFG,Efogi,,-9.15,147.666667
USA,EFK,"Newport, VT",,44.883333,-72.233333
Greece,EFL,Kefallinia,Kefallinia,38.1175,20.500278
USA,EFO,"East Fork, AK",,,
USA,EFW,"Municipal, IA",Jefferson,42.016667,-94.383333
Papua New Guin,EGA,Engati,,-6.916667,146.1
France,EGC,Bergerac,Bergerac,44.833333,0.516667
USA,EGE,"Eagle County, CO",Vail,39.633333,-106.916667
USA,EGI,"Duke Field, FL",Valparaiso,45.660833,18.418611
Ethiopia,EGL,Neghelle,,5.283333,39.7
Solomon Island,EGM,"Seghe, New Georgia Island",,-8.566667,157.866667
Sudan,EGN,Geneina,Geneina,13.483333,22.45
Russia (CIS),EGO,Belgorod,,50.633333,36.65
USA,EGP,Maverick County-Municip,Eagle Pass,28.866667,-100.533333
Iceland,EGS,EGILSSTADIR,Egilsstadir,65.283333,-14.4
USA,EGV,"Eagle River, WI",,45.933333,-89.266667
USA,EGX,"Egegik, AK",,58.216667,-157.366667
Argentina,EHL,"El Bolson, RN",,-41.966667,-71.516667
USA,EHM,"LRRS, AK",Cape Newenham,58.633333,-162.066667
United Kingdom of Great Britain and Northern Ireland,EHN,Isle of Wight,Sandown,,
USA,EHT,"Rentschler, CT",East Hartford,41.766667,-72.65
Papua New Guin,EIA,Popondetta,Eia,-8.2,147.85
Germany,EIB,Eisenach,Eisenach-Kindel,52.15,14.666667
Russia (CIS),EIE,Eniseysk,,58.466667,92.116667
Australia,EIH,"Einasleigh, QL",,-18.5,144.1
USA,EIL,"Eielson AFB, AK",Fairbanks,64.665556,-147.101389
The Netherlands,EIN,Eindhoven,Eindhoven,51.45,5.374444
Virgin Islands,EIS,Beef Island,Beef Island,18.444722,-65.543056
Israel,EIY,Ein Yahav,,30.621667,35.203333
Colombia,EJA,"Yariguies, ST",Barrancabermeja,7.016667,-73.766667
Saudia Arabia,EJH,Wejh,,26.416667,36.75
USA,EKA,"Murray Field, CA",Eureka,40.803333,-124.112778
Kazakstan,EKB,Ekibastuz,,51.583333,75.216667
Australia,EKD,"Elkedra, NT",,-21.033333,135.25
Guyana,EKE,Ekereku,,6.666667,-60.85
Denmark,EKG,Gronholt,Gronholt,,
USA,EKI,"Municipal, IN",Elkhart,41.716667,-85.983333
USA,EKN,"Jennings Randolph Field, WV",Elkins,38.883333,-79.85
USA,EKO,"Municipal-J.C.Harris Field, N",Elko,40.825,-115.791667
Sweden,EKT,Eskilstuna,Eskilstuna,59.383333,16.45
USA,EKX,"Elizabethtown, KY",,37.7,-85.866667
USA,ELA,"Eagle Lake, TX",,29.583333,-96.333333
Colombia,ELB,San Bernado,El Banco,9.05,-73.966667
Australia,ELC,"Elcho Island, NT",,-12.016667,135.566667
USA,ELD,"Goodwin Field, AR",El Dorado,33.216667,-92.816667
Panama,ELE,El Real,,8.116667,-77.716667
Sudan,ELF,El Fasher,El. fasher,13.616667,25.316667
Algeria,ELG,El Golea,,30.571389,2.859722
Bahamas,ELH,North Eleuthera,"North Eleuthera, Ele",25.483333,-76.683333
USA,ELI,"Elim, AK",,64.616667,-162.266667
Colombia,ELJ,El Recreo,,2.0,-74.133333
USA,ELK,"Municipal, OK",Elk City,35.4,-99.416667
South Africa,ELL,Ellisras,,-23.666667,27.616667
USA,ELM,Elmira,Elmira,42.166667,-76.9
USA,ELN,"Bowers Field, WA",Ellensburg,47.033333,-120.533333
Argentina,ELO,"El Dorado, MI",,-26.4,-54.633333
USA,ELP,El Paso,El Paso,31.8,-106.383333
Saudi Arabia,ELQ,GASSIM,Gassim,26.3,43.816667
Indonesia,ELR,"Elelim, IJ",,7.816667,40.516667
South Africa,ELS,East-London,East-London,-33.05,27.816667
Egypt,ELT,El Tor,Tour Sinai City,52.368333,-9.144167
Algeria,ELU,Guemar,El Oued,33.516667,6.783333
USA,ELV,"SPB, AK",Elfin Cove,58.183333,-136.316667
USA,ELW,"Ellamar, AK",,60.897222,-146.6125
Venezuela,ELX,El Tigre,,10.616667,-71.733333
USA,ELY,"Yelland, NV",Ely,39.3,-114.85
USA,ELZ,"Municipal, NY",Wellsville,42.116667,-77.933333
United Kingdom of Great Britain and Northern Ireland,EMA,East Midlands,Nottingham,52.831111,-1.328056
USA,EMB,"Embarkadero, CA",San Francisco,-38.7,-60.016667
Australia,EMD,"Emerald, QL",,-23.633333,148.133333
Germany,EME,Emden,Emden,53.366667,7.2
South Africa,EMG,Empageni,,-28.733333,31.9
Papua New Guin,EMI,Emirau,,-1.65,149.966667
USA,EMK,"Emmonak, AK",,62.766667,-164.5
Switzerland,EML,Emmen,Emmen,47.0925,8.305
USA,EMM,"Kemmerer, WY",,41.85,-110.55
Mauritania,EMN,Nema,,16.6,-7.283333
Papua New Guin,EMO,Emo,,-8.733333,147.783333
USA,EMP,"Emporia, KS",,38.333333,-96.183333
Papua New Guin,EMS,Embessa,,-9.366667,148.466667
USA,EMT,"El Monte, CA",,34.1,-118.033333
Argentina,EMX,"El Maiten, CB",,-42.068056,-71.155556
Egypt,EMY,El Minya,,28.083333,30.733333
USA,ENA,"Municipal, AK",Kenai,60.55,-151.266667
Australia,ENB,"Eneaba West, WA",,-30.083333,114.983333
France,ENC,Nancy,Nancy,46.033333,6.583333
USA,END,"Vance AFB, OK",Enid,36.339167,-97.916389
Indonesia,ENE,Ipi,Ende,-8.833333,121.65
Finland,ENF,Enontekio,Enontekio,68.35,23.416667
China,ENH,Enshi,,30.283333,109.316667
Philippines,ENI,El Nido,,11.205556,119.412778
Guatemala,ENJ,El Naranjo,,14.1,-90.833333
United Kingdom of Great Britain and Northern Ireland,ENK,Saint Angelo,Enniskillen,54.398889,-7.633333
USA,ENL,"Municipal, IL",Centralia,38.516667,-89.091667
USA,ENN,"Municipal, AK",Nenana,64.55,-149.083333
Paraguay,ENO,Teniente Prim Alarcon,Encarnacion,-27.316667,-55.833333
Honduras,ENQ,Coronel E. Soto Cano Air Base,,14.369167,-87.617222
The Netherlands,ENS,Enschede,Enschede,52.283333,6.883333
Marshall Islan,ENT,Auxiliary AAF,Eniwetok Island,11.340833,162.327778
Nigeria,ENU,Enugu,,6.466667,7.55
USA,ENV,"Wendover AFB, UT",Wendover,40.733333,-114.033333
USA,ENW,"Regional, WI",Kenosha,42.583333,-87.916667
China,ENY,Yan'an,,,
Colombia,EOH,Enrique Olaya Herrera,Medellin,6.216667,-75.583333
United Kingdom of Great Britain and Northern Ireland,EOI,Eday (Orkneys),,59.2,-2.783333
USA,EOK,"Keokuk, IA",,40.466667,-91.433333
Venezuela,EOR,"El Dorado, BO",,6.733333,-61.583333
USA,EOS,"Neosho, MO",,36.866667,-94.366667
Venezuela,EOZ,"Elorza, AP",,7.166667,-69.533333
USA,EPG,"Browns, NE",Weeping Water,40.866667,-96.133333
USA,EPH,"Ephrata, WA",,47.3,-119.516667
Vanuatu,EPI,Epi,,-16.75,168.333333
Cyprus,EPK,Episkopi,,34.666667,32.9
France,EPL,Epinal,Epinal,48.333333,6.069444
Australia,EPR,"Esperance, WA",,-33.683333,121.816667
Dominican Repu,EPS,Samana,El Portillo,19.190278,-69.429722
Papua New Guin,EPT,Eliptamin,,-5.033333,141.666667
Argentina,EQS,"Esquel, CB",,-42.916667,-71.15
Somalia,ERA,Erigavo,,10.633333,47.366667
Australia,ERB,"Ernabella, SA",,-26.266667,132.166667
Türkiye,ERC,Erzincan,Erzincan,39.716667,39.516667
Ukraine,ERD,Berdyansk,,46.733333,36.783333
Papua New Guin,ERE,Erave,,-6.633333,144.0
Germany,ERF,Erfurt,Erfurt,50.983333,10.966667
Morocco,ERH,Errachidia,Errachidia,31.9475,-4.398333
USA,ERI,Erie,Erie,42.083333,-80.183333
Brazil,ERM,"Commandante Kraemer, RS",Erechim,-27.659444,-52.275556
Brazil,ERN,"Eirunepe, AM",,6.666667,-69.833333
USA,ERO,"US Coast Guard, AK",Eldred Rock,61.0,8.15
USA,ERR,"Errol, NH",,44.7925,-71.164722
Namibia,ERS,Eros,Windhoek,-22.619444,17.083333
Mongolia,ERT,Erdenet,,49.066667,104.15
Papua New Guin,ERU,Erume,,-8.416667,147.083333
USA,ERV,"Kerrville, TX",,29.983333,-99.083333
Türkiye,ERZ,Erzurum,Erzurum,39.956389,41.170278
Papua New Guin,ESA,Esa'Ala,,,
Türkiye,ESB,Ankara,Ankara,40.133333,33.0
USA,ESC,"Delta County, MI",Escanaba,45.722778,-87.093611
USA,ESD,"Orcas Island, WA",Eastsound,48.716667,-122.816667
Mexico,ESE,Enseneda,,31.8,-116.6
USA,ESF,Alexandria,Alexandria,31.4,-92.3
Paraguay,ESG,Mariscal Estigarribia,,-22.045,-60.621667
United Kingdom of Great Britain and Northern Ireland,ESH,Shoreham,Shoreham By Sea,50.835278,-0.301944
Brazil,ESI,"Espinosa, MG",,-14.933333,-42.833333
Türkiye,ESK,ESKISEHIR,Eskisehir,39.784167,30.582222
Russia (CIS),ESL,Elista,,46.366667,44.333333
Ecuador,ESM,General Rivadeneira,Esmeraldas,0.95,-79.6
USA,ESN,"Easton, MD",,38.808333,-76.075
USA,ESO,"Espanola, NM",,36.1,-106.033333
USA,ESP,"Birchwood-Pocono,",East Stroudsburg,41.0,-75.183333
Chile,ESR,El Salvador Bajo,,-26.3,-69.766667
Germany,ESS,Essen,Essen,51.416667,7.0
USA,EST,"Municipal, IA",Estherville,43.4,-94.833333
Morocco,ESU,Essaouira,Essaouira,31.066667,-9.05
USA,ESW,"Easton, WA",,47.233333,-121.183333
USA,ETB,"West Bend, WI",,43.416667,-88.183333
Australia,ETD,"Etadunna, SA",,-28.716667,138.633333
Israel,ETH,Elat [CLOSED],Eilat [CLOSED],29.55,34.95
Israel,ETM,Eilat Ramon Airport,Eilat,,
USA,ETN,"Municipal, TX",Eastland,32.416667,-98.8
United Kingdom of Great Britain and Northern Ireland,ETR,Elstree,Elstree,,
USA,ETS,"Municipal, AL",Enterprise,31.316667,-85.85
France,ETZ,Metz Nancy,Metz Nancy,48.979167,6.247778
Tonga,EUA,Kaufana,Eua,-21.366667,-174.933333
Australia,EUC,"Eucla, WA",,-31.716667,128.866667
USA,EUE,"Eureka, NV",,39.516667,-115.966667
USA,EUF,"Weedon Field, AL",Eufaula,31.95,-85.133333
USA,EUG,Euguene,Euguene,44.116667,-123.216667
Germany,EUM,Neum�nster,Neum�nster,54.166667,9.983333
Western Sahara,EUN,Laayoune,Laayoune,27.15,-13.2
Colombia,EUO,Paratebueno,,4.383333,-73.2
"Bonaire, Sint Eustatius and Saba",EUX,Saint Eustatius,St Eustatius,17.5,-62.966667
USA,EVA,"Landing Strip, TX",Evadale,30.35,-94.066667
Australia,EVD,"Eva Downs, NT",,-18.083333,134.866667
Norway,EVE,Evenes,Evenes,68.5,16.683333
Sweden,EVG,Sveg,,62.033333,14.333333
Australia,EVH,"Evans Head, NS",,-29.1,153.416667
USA,EVM,"Eveleth, MN",,47.433333,-92.5
Armenia,EVN,Zvartnots Int.Airp.,Erevan,40.147222,44.395833
USA,EVV,Evansville,Evansville,38.036944,-87.5325
USA,EVW,"Evanston, WY",,41.35,-111.016667
France,EVX,Evreux,Evreux,49.016667,1.15
USA,EWB,"Municipal,",New Bedford-Fall Riv,41.683333,-70.966667
Indonesia,EWE,Ewer,,-5.483333,138.066667
Indonesia,EWI,Enarotali,,-3.933333,136.366667
USA,EWK,"City-County, KS",Newton,38.05,-97.35
USA,EWN,New Bern,New Bern,35.066667,-77.05
Congo (the),EWO,Ewo,,-0.883333,14.8
USA,EWR,Newark,Newark,40.6925,-74.168611
United Kingdom of Great Britain and Northern Ireland,EWY,Newbury,Greenham Common,51.4,-1.316667
USA,EXI,"Excursion Inlet, AK",,58.416667,-135.433333
Australia,EXM,"Exmouth Gulf, WA",,-22.383333,114.116667
United Kingdom of Great Britain and Northern Ireland,EXT,Exeter,Exeter,50.733333,-3.416667
